timestamp,open,high,low,close,volume,date
1678233600000,22187.1,22276.4,22073.3,22141.8,51149.471,2023-03-08 00:00:00+00:00
1678248000000,22141.8,22155.5,21800.0,21962.2,89535.711,2023-03-08 04:00:00+00:00
1678262400000,21962.2,22135.0,21932.8,22061.2,56848.317,2023-03-08 08:00:00+00:00
1678276800000,22061.1,22222.0,21880.0,22129.5,148584.459,2023-03-08 12:00:00+00:00
1678291200000,22129.6,22209.2,21936.0,21993.7,77456.277,2023-03-08 16:00:00+00:00
1678305600000,21993.8,22127.4,21540.5,21695.4,124293.732,2023-03-08 20:00:00+00:00
1678320000000,21695.3,21798.0,21616.5,21762.6,53609.885,2023-03-09 00:00:00+00:00
1678334400000,21762.6,21766.0,21660.0,21680.9,30228.746,2023-03-09 04:00:00+00:00
1678348800000,21680.9,21694.5,21511.1,21664.4,84936.59,2023-03-09 08:00:00+00:00
1678363200000,21664.4,21823.0,21550.0,21637.4,128925.274,2023-03-09 12:00:00+00:00
1678377600000,21637.4,21666.4,20750.0,20845.6,317672.041,2023-03-09 16:00:00+00:00
1678392000000,20845.6,20858.4,20003.5,20348.3,336530.824,2023-03-09 20:00:00+00:00
1678406400000,20348.4,20351.8,19752.0,20042.1,228402.264,2023-03-10 00:00:00+00:00
1678420800000,20042.1,20052.0,19757.0,19942.9,144189.872,2023-03-10 04:00:00+00:00
1678435200000,19943.0,19967.6,19521.6,19750.0,189712.34,2023-03-10 08:00:00+00:00
1678449600000,19749.9,20293.0,19650.0,19995.0,377610.37,2023-03-10 12:00:00+00:00
1678464000000,19995.0,20298.0,19815.6,20015.3,193622.34,2023-03-10 16:00:00+00:00
1678478400000,20014.5,20232.5,19835.0,20140.3,104598.079,2023-03-10 20:00:00+00:00
1678492800000,20140.3,20674.5,20124.8,20381.2,207973.491,2023-03-11 00:00:00+00:00
1678507200000,20381.3,20424.7,19812.2,19844.3,139732.217,2023-03-11 04:00:00+00:00
1678521600000,19844.4,20200.0,19752.5,20077.6,150200.028,2023-03-11 08:00:00+00:00
1678536000000,20077.5,20195.0,20017.3,20052.3,70208.55,2023-03-11 12:00:00+00:00
1678550400000,20052.3,20348.3,19968.3,20210.0,96711.737,2023-03-11 16:00:00+00:00
1678564800000,20209.9,20531.0,20206.7,20447.3,88653.535,2023-03-11 20:00:00+00:00
1678579200000,20447.3,20490.0,20298.3,20367.4,69581.272,2023-03-12 00:00:00+00:00
1678593600000,20367.7,20429.7,20262.2,20335.6,39349.368,2023-03-12 04:00:00+00:00
1678608000000,20335.6,20488.5,20326.8,20435.0,51563.089,2023-03-12 08:00:00+00:00
1678622400000,20434.9,20452.3,20270.0,20347.9,73260.469,2023-03-12 12:00:00+00:00
1678636800000,20347.8,21350.0,20332.5,20770.5,320423.397,2023-03-12 16:00:00+00:00
1678651200000,20770.6,22184.0,20750.8,21986.2,327344.807,2023-03-12 20:00:00+00:00
1678665600000,21986.2,22598.0,21856.0,22221.7,220127.8,2023-03-13 00:00:00+00:00
1678680000000,22221.8,22500.0,22213.8,22451.6,107550.891,2023-03-13 04:00:00+00:00
1678694400000,22451.5,22542.0,21804.0,22092.6,212765.433,2023-03-13 08:00:00+00:00
1678708800000,22092.6,24517.2,21945.0,24009.0,677353.141,2023-03-13 12:00:00+00:00
1678723200000,24009.0,24437.9,23777.0,24314.6,228551.466,2023-03-13 16:00:00+00:00
1678737600000,24314.6,24350.0,23935.7,24119.5,88633.445,2023-03-13 20:00:00+00:00
1678752000000,24119.5,24507.0,23990.0,24379.9,103809.19,2023-03-14 00:00:00+00:00
1678766400000,24379.9,24850.0,24148.0,24251.9,154883.625,2023-03-14 04:00:00+00:00
1678780800000,24252.3,24844.4,24121.7,24747.3,156510.376,2023-03-14 08:00:00+00:00
1678795200000,24747.4,26489.9,24405.0,25911.3,572682.237,2023-03-14 12:00:00+00:00
1678809600000,25911.3,26025.7,24222.0,25065.5,344601.197,2023-03-14 16:00:00+00:00
1678824000000,25066.4,25184.0,23951.0,24682.5,240076.01,2023-03-14 20:00:00+00:00
1678838400000,24682.5,25088.0,24318.0,24741.6,126773.008,2023-03-15 00:00:00+00:00
1678852800000,24741.6,24940.0,24609.4,24892.0,66779.179,2023-03-15 04:00:00+00:00
1678867200000,24892.0,24937.7,24266.0,24782.6,173691.809,2023-03-15 08:00:00+00:00
1678881600000,24782.6,25200.0,24364.7,24480.1,376951.657,2023-03-15 12:00:00+00:00
1678896000000,24480.0,24534.4,23888.0,24379.8,279276.742,2023-03-15 16:00:00+00:00
1678910400000,24379.8,24645.4,24222.6,24288.0,78584.034,2023-03-15 20:00:00+00:00
1678924800000,24287.9,24440.0,24120.5,24271.9,68553.169,2023-03-16 00:00:00+00:00
1678939200000,24271.9,24694.9,24178.0,24614.5,88010.463,2023-03-16 04:00:00+00:00
1678953600000,24614.5,25060.0,24370.0,24821.4,175784.63,2023-03-16 08:00:00+00:00
1678968000000,24821.4,25030.0,24516.0,24880.6,182794.492,2023-03-16 12:00:00+00:00
1678982400000,24880.7,25167.9,24590.9,24945.9,128630.721,2023-03-16 16:00:00+00:00
1678996800000,24945.9,25097.8,24602.5,24990.4,91673.471,2023-03-16 20:00:00+00:00
1679011200000,24990.5,25896.5,24875.3,25769.9,202957.831,2023-03-17 00:00:00+00:00
1679025600000,25769.9,26200.0,25638.8,26046.9,159158.385,2023-03-17 04:00:00+00:00
1679040000000,26046.9,26980.0,25912.5,26914.1,276537.249,2023-03-17 08:00:00+00:00
1679054400000,26914.1,26930.0,26120.0,26412.6,264742.761,2023-03-17 12:00:00+00:00
1679068800000,26412.7,26850.0,26250.0,26830.0,166531.946,2023-03-17 16:00:00+00:00
1679083200000,26830.0,27763.4,26571.2,27384.0,271230.892,2023-03-17 20:00:00+00:00
1679097600000,27383.9,27726.4,27050.0,27293.3,145608.554,2023-03-18 00:00:00+00:00
1679112000000,27293.4,27600.0,27205.0,27351.9,67348.421,2023-03-18 04:00:00+00:00
1679126400000,27351.9,27500.0,27050.0,27440.0,87883.227,2023-03-18 08:00:00+00:00
1679140800000,27439.9,27658.4,27037.0,27218.9,147089.406,2023-03-18 12:00:00+00:00
1679155200000,27218.9,27490.0,26555.5,27322.9,196552.142,2023-03-18 16:00:00+00:00
1679169600000,27322.8,27453.3,26790.0,26907.0,95750.566,2023-03-18 20:00:00+00:00
1679184000000,26907.0,27269.1,26901.6,27194.7,54712.469,2023-03-19 00:00:00+00:00
1679198400000,27194.8,27282.7,26815.9,26963.4,62219.778,2023-03-19 04:00:00+00:00
1679212800000,26963.4,27192.0,26868.7,27152.2,69530.397,2023-03-19 08:00:00+00:00
1679227200000,27152.2,27799.9,27090.0,27534.3,164948.133,2023-03-19 12:00:00+00:00
1679241600000,27533.7,28383.6,27456.0,28245.3,261335.865,2023-03-19 16:00:00+00:00
1679256000000,28245.4,28397.0,27722.4,27955.7,146620.436,2023-03-19 20:00:00+00:00
1679270400000,27955.8,28048.0,27120.6,27264.3,154695.612,2023-03-20 00:00:00+00:00
1679284800000,27264.3,28261.9,27140.0,28168.5,139390.542,2023-03-20 04:00:00+00:00
1679299200000,28168.5,28483.2,27881.2,28176.8,202307.208,2023-03-20 08:00:00+00:00
1679313600000,28176.8,28254.3,27570.0,27679.7,185779.965,2023-03-20 12:00:00+00:00
1679328000000,27679.7,28031.0,27445.0,27769.5,159678.784,2023-03-20 16:00:00+00:00
1679342400000,27769.6,28180.8,27566.8,27704.1,95371.337,2023-03-20 20:00:00+00:00
1679356800000,27704.1,27940.0,27653.7,27773.0,53957.05,2023-03-21 00:00:00+00:00
1679371200000,27773.1,27960.7,27288.0,27490.9,105693.226,2023-03-21 04:00:00+00:00
1679385600000,27490.9,28172.5,27382.5,28026.1,143510.008,2023-03-21 08:00:00+00:00
1679400000000,28026.1,28252.5,27706.0,28028.7,166353.668,2023-03-21 12:00:00+00:00
1679414400000,28028.7,28460.0,27921.5,28111.3,165393.834,2023-03-21 16:00:00+00:00
1679428800000,28111.2,28200.0,27902.0,28091.1,50579.928,2023-03-21 20:00:00+00:00
1679443200000,28091.1,28286.3,27930.0,28137.7,62536.552,2023-03-22 00:00:00+00:00
1679457600000,28137.6,28280.0,28002.6,28088.2,54361.466,2023-03-22 04:00:00+00:00
1679472000000,28088.2,28213.7,27962.1,28113.5,61658.449,2023-03-22 08:00:00+00:00
1679486400000,28113.5,28758.1,28090.4,28586.2,220961.586,2023-03-22 12:00:00+00:00
1679500800000,28586.1,28881.0,26620.0,26654.1,512273.44,2023-03-22 16:00:00+00:00
1679515200000,26653.3,27425.3,26590.0,27233.8,168601.777,2023-03-22 20:00:00+00:00
1679529600000,27233.8,27421.8,27101.0,27343.7,63845.694,2023-03-23 00:00:00+00:00
1679544000000,27343.7,27680.0,27231.3,27616.4,84538.137,2023-03-23 04:00:00+00:00
1679558400000,27616.3,27735.0,27420.0,27573.4,67047.24,2023-03-23 08:00:00+00:00
1679572800000,27573.5,28777.0,27267.0,28574.5,280955.401,2023-03-23 12:00:00+00:00
1679587200000,28574.6,28645.2,27757.1,28362.5,222300.561,2023-03-23 16:00:00+00:00
1679601600000,28362.5,28439.0,27945.8,28284.1,89487.014,2023-03-23 20:00:00+00:00
1679616000000,28284.0,28369.1,28120.0,28211.3,44984.892,2023-03-24 00:00:00+00:00
1679630400000,28211.3,28334.0,28078.4,28269.9,45073.281,2023-03-24 04:00:00+00:00
1679644800000,28270.0,28289.1,27312.5,27558.4,144031.611,2023-03-24 08:00:00+00:00
1679659200000,27558.4,28260.0,27523.0,27997.2,208669.32,2023-03-24 12:00:00+00:00
1679673600000,27997.2,28040.0,27501.0,27811.3,128438.58,2023-03-24 16:00:00+00:00
1679688000000,27811.4,27854.4,26960.0,27438.9,124877.686,2023-03-24 20:00:00+00:00
1679702400000,27439.0,27648.4,27400.0,27568.6,42513.558,2023-03-25 00:00:00+00:00
1679716800000,27568.6,27598.0,27360.0,27473.5,39018.021,2023-03-25 04:00:00+00:00
1679731200000,27473.5,27524.7,27302.0,27445.6,49158.275,2023-03-25 08:00:00+00:00
1679745600000,27445.7,27788.0,27340.0,27631.4,74902.16,2023-03-25 12:00:00+00:00
1679760000000,27631.4,27721.0,27131.8,27179.5,83903.179,2023-03-25 16:00:00+00:00
1679774400000,27179.4,27522.0,27139.7,27447.3,46178.862,2023-03-25 20:00:00+00:00
1679788800000,27447.2,27640.0,27400.0,27517.3,38527.41,2023-03-26 00:00:00+00:00
1679803200000,27517.2,27560.0,27444.7,27492.4,25075.949,2023-03-26 04:00:00+00:00
1679817600000,27492.4,27991.5,27460.9,27852.1,73218.713,2023-03-26 08:00:00+00:00
1679832000000,27852.0,28186.9,27677.3,27790.1,146722.281,2023-03-26 12:00:00+00:00
1679846400000,27790.1,27934.7,27590.6,27814.1,49048.115,2023-03-26 16:00:00+00:00
1679860800000,27814.0,28138.3,27655.7,27954.3,67164.517,2023-03-26 20:00:00+00:00
1679875200000,27954.3,28019.4,27757.4,27878.4,44345.13,2023-03-27 00:00:00+00:00
1679889600000,27878.4,27929.2,27650.0,27794.5,50007.614,2023-03-27 04:00:00+00:00
1679904000000,27794.5,27986.8,27760.1,27879.9,51239.037,2023-03-27 08:00:00+00:00
1679918400000,27879.9,27917.4,26480.0,26887.3,308699.095,2023-03-27 12:00:00+00:00
1679932800000,26887.3,27300.0,26838.8,26956.8,134145.374,2023-03-27 16:00:00+00:00
1679947200000,26956.9,27246.9,26860.0,27112.0,53998.572,2023-03-27 20:00:00+00:00
1679961600000,27112.0,27162.5,26800.0,26955.5,65014.849,2023-03-28 00:00:00+00:00
1679976000000,26955.6,27132.0,26864.0,26947.2,58412.238,2023-03-28 04:00:00+00:00
1679990400000,26947.3,27150.0,26610.0,27046.7,128644.691,2023-03-28 08:00:00+00:00
1680004800000,27046.8,27200.0,26820.1,26984.9,123639.089,2023-03-28 12:00:00+00:00
1680019200000,26984.8,27500.0,26720.3,27412.1,151133.821,2023-03-28 16:00:00+00:00
1680033600000,27412.1,27482.5,27080.0,27249.7,58236.084,2023-03-28 20:00:00+00:00
1680048000000,27249.7,27465.7,27223.6,27354.1,46690.555,2023-03-29 00:00:00+00:00
1680062400000,27354.1,28210.7,27333.7,28077.7,154440.639,2023-03-29 04:00:00+00:00
1680076800000,28077.8,28649.9,28025.5,28347.5,170742.766,2023-03-29 08:00:00+00:00
1680091200000,28347.5,28589.5,28211.5,28426.3,132706.077,2023-03-29 12:00:00+00:00
1680105600000,28426.4,28444.0,28119.5,28406.1,91922.458,2023-03-29 16:00:00+00:00
1680120000000,28406.2,28500.0,28200.0,28338.5,59350.476,2023-03-29 20:00:00+00:00
1680134400000,28338.6,29184.8,28066.0,28470.5,244943.146,2023-03-30 00:00:00+00:00
1680148800000,28470.4,28760.0,28425.0,28706.6,79859.667,2023-03-30 04:00:00+00:00
1680163200000,28706.5,28734.2,28469.0,28630.1,63603.014,2023-03-30 08:00:00+00:00
1680177600000,28630.0,28683.5,28146.4,28282.8,132433.793,2023-03-30 12:00:00+00:00
1680192000000,28282.8,28285.1,27654.1,27971.3,176918.772,2023-03-30 16:00:00+00:00
1680206400000,27971.4,28187.7,27762.3,28015.0,73207.708,2023-03-30 20:00:00+00:00
1680220800000,28015.0,28367.9,27900.0,28152.3,82802.246,2023-03-31 00:00:00+00:00
1680235200000,28152.2,28214.8,27500.0,27733.3,101966.835,2023-03-31 04:00:00+00:00
1680249600000,27733.3,27978.3,27670.0,27916.0,76287.669,2023-03-31 08:00:00+00:00
1680264000000,27916.0,28675.3,27860.2,28488.5,217230.739,2023-03-31 12:00:00+00:00
1680278400000,28488.6,28533.9,28250.1,28459.0,81771.513,2023-03-31 16:00:00+00:00
1680292800000,28458.9,28632.5,28322.0,28454.9,51498.288,2023-03-31 20:00:00+00:00
1680307200000,28454.8,28845.3,28400.0,28532.0,65781.338,2023-04-01 00:00:00+00:00
1680321600000,28532.1,28617.8,28328.0,28416.1,46755.745,2023-04-01 04:00:00+00:00
1680336000000,28416.1,28476.9,28350.0,28365.5,28874.662,2023-04-01 08:00:00+00:00
1680350400000,28365.4,28430.0,28180.0,28387.2,49661.974,2023-04-01 12:00:00+00:00
1680364800000,28387.2,28430.0,28259.2,28368.3,28679.32,2023-04-01 16:00:00+00:00
1680379200000,28368.4,28575.0,28365.0,28443.8,36734.183,2023-04-01 20:00:00+00:00
1680393600000,28443.7,28516.5,28340.0,28463.0,28921.926,2023-04-02 00:00:00+00:00
1680408000000,28463.0,28483.7,28366.0,28401.3,21969.846,2023-04-02 04:00:00+00:00
1680422400000,28401.3,28432.9,28287.0,28344.9,30770.077,2023-04-02 08:00:00+00:00
1680436800000,28344.9,28352.5,28022.0,28110.2,92591.724,2023-04-02 12:00:00+00:00
1680451200000,28110.1,28218.2,27820.0,27933.7,83183.919,2023-04-02 16:00:00+00:00
1680465600000,27933.7,28197.6,27825.2,28161.2,59221.178,2023-04-02 20:00:00+00:00
1680480000000,28161.3,28171.3,27552.4,27738.1,92246.758,2023-04-03 00:00:00+00:00
1680494400000,27738.1,27951.9,27559.2,27946.5,59558.174,2023-04-03 04:00:00+00:00
1680508800000,27946.5,28540.0,27944.0,28243.4,169915.848,2023-04-03 08:00:00+00:00
1680523200000,28243.3,28370.0,27933.0,28032.5,141711.342,2023-04-03 12:00:00+00:00
1680537600000,28034.1,28230.0,27863.0,28071.8,99518.632,2023-04-03 16:00:00+00:00
1680552000000,28071.8,28084.0,27166.0,27786.1,178714.809,2023-04-03 20:00:00+00:00
1680566400000,27786.1,27950.0,27650.2,27843.7,57048.555,2023-04-04 00:00:00+00:00
1680580800000,27843.6,28141.6,27753.2,28013.2,58199.402,2023-04-04 04:00:00+00:00
1680595200000,28013.2,28450.0,27909.3,28274.6,106225.317,2023-04-04 08:00:00+00:00
1680609600000,28274.7,28392.5,27935.2,28011.7,113740.258,2023-04-04 12:00:00+00:00
1680624000000,28011.7,28250.0,27952.8,28171.1,56580.848,2023-04-04 16:00:00+00:00
1680638400000,28171.0,28300.0,28061.5,28155.2,40576.232,2023-04-04 20:00:00+00:00
1680652800000,28155.1,28800.0,28085.8,28536.1,125905.052,2023-04-05 00:00:00+00:00
1680667200000,28536.1,28615.0,28433.4,28515.7,38202.006,2023-04-05 04:00:00+00:00
1680681600000,28515.7,28593.0,28432.4,28544.0,37263.294,2023-04-05 08:00:00+00:00
1680696000000,28543.9,28741.0,27830.1,28014.9,208759.52,2023-04-05 12:00:00+00:00
1680710400000,28015.0,28300.0,27775.0,28229.1,99424.748,2023-04-05 16:00:00+00:00
1680724800000,28229.2,28290.0,28110.0,28154.0,34158.218,2023-04-05 20:00:00+00:00
1680739200000,28154.0,28166.7,27855.0,28117.4,57949.765,2023-04-06 00:00:00+00:00
1680753600000,28117.4,28117.5,27889.0,27896.8,36721.731,2023-04-06 04:00:00+00:00
1680768000000,27896.7,28024.6,27684.2,27934.9,78981.475,2023-04-06 08:00:00+00:00
1680782400000,27935.0,28175.0,27724.0,28079.3,102413.306,2023-04-06 12:00:00+00:00
1680796800000,28079.3,28156.2,27931.3,28005.0,45472.386,2023-04-06 16:00:00+00:00
1680811200000,28005.0,28112.0,27873.5,28022.8,34378.119,2023-04-06 20:00:00+00:00
1680825600000,28022.9,28096.0,27911.0,28022.2,27954.246,2023-04-07 00:00:00+00:00
1680840000000,28022.2,28052.2,27755.0,27822.0,43965.699,2023-04-07 04:00:00+00:00
1680854400000,27822.1,27954.0,27772.6,27830.0,47983.634,2023-04-07 08:00:00+00:00
1680868800000,27829.9,27981.1,27776.5,27930.2,58901.765,2023-04-07 12:00:00+00:00
1680883200000,27930.2,27940.6,27842.2,27886.4,18629.237,2023-04-07 16:00:00+00:00
1680897600000,27886.3,27975.0,27822.9,27890.7,21815.597,2023-04-07 20:00:00+00:00
1680912000000,27890.7,28069.9,27850.1,28005.9,26709.114,2023-04-08 00:00:00+00:00
1680926400000,28005.9,28153.6,27954.0,28073.8,38189.946,2023-04-08 04:00:00+00:00
1680940800000,28073.8,28107.7,27975.5,27997.7,22421.507,2023-04-08 08:00:00+00:00
1680955200000,27997.7,28047.9,27925.1,28004.3,23432.443,2023-04-08 12:00:00+00:00
1680969600000,28004.3,28010.5,27855.0,27909.1,29141.062,2023-04-08 16:00:00+00:00
1680984000000,27909.2,27977.1,27866.4,27924.9,19235.488,2023-04-08 20:00:00+00:00
1680998400000,27924.9,28078.1,27907.7,28012.0,30081.571,2023-04-09 00:00:00+00:00
1681012800000,28011.9,28055.0,27820.0,27888.2,47649.419,2023-04-09 04:00:00+00:00
1681027200000,27888.2,27927.0,27762.8,27919.3,31551.572,2023-04-09 08:00:00+00:00
1681041600000,27919.3,27960.0,27777.0,27873.6,35449.263,2023-04-09 12:00:00+00:00
1681056000000,27873.6,28290.6,27860.3,28132.4,69130.263,2023-04-09 16:00:00+00:00
1681070400000,28132.4,28539.1,28077.1,28309.4,91999.792,2023-04-09 20:00:00+00:00
1681084800000,28309.4,28420.0,28230.0,28269.8,39158.156,2023-04-10 00:00:00+00:00
1681099200000,28269.8,28308.0,28180.0,28278.2,32457.91,2023-04-10 04:00:00+00:00
1681113600000,28278.3,28383.0,28258.7,28294.3,33714.023,2023-04-10 08:00:00+00:00
1681128000000,28294.3,28590.0,28153.6,28427.7,91957.051,2023-04-10 12:00:00+00:00
1681142400000,28427.7,29300.0,28368.9,29164.9,244253.752,2023-04-10 16:00:00+00:00
1681156800000,29164.9,29840.0,29058.0,29623.1,138521.033,2023-04-10 20:00:00+00:00
1681171200000,29623.1,30491.0,29573.9,30105.8,202989.715,2023-04-11 00:00:00+00:00
1681185600000,30105.7,30160.0,29752.1,30095.3,75212.768,2023-04-11 04:00:00+00:00
1681200000000,30095.3,30140.0,29966.0,30045.0,53203.501,2023-04-11 08:00:00+00:00
1681214400000,30045.1,30280.0,29938.9,30179.4,117522.262,2023-04-11 12:00:00+00:00
1681228800000,30179.5,30564.0,30017.8,30121.9,112939.472,2023-04-11 16:00:00+00:00
1681243200000,30122.0,30269.9,29896.0,30185.1,67110.773,2023-04-11 20:00:00+00:00
1681257600000,30185.1,30350.0,29811.0,29914.8,93503.58,2023-04-12 00:00:00+00:00
1681272000000,29914.8,30063.0,29829.5,29979.4,47788.578,2023-04-12 04:00:00+00:00
1681286400000,29979.5,30041.2,29881.4,30003.7,37903.678,2023-04-12 08:00:00+00:00
1681300800000,30003.7,30480.0,29620.0,29948.0,266359.4,2023-04-12 12:00:00+00:00
1681315200000,29948.0,30087.7,29736.0,29789.5,77609.156,2023-04-12 16:00:00+00:00
1681329600000,29789.5,29970.0,29761.9,29875.0,40504.038,2023-04-12 20:00:00+00:00
1681344000000,29874.9,30270.0,29836.7,30057.3,52435.953,2023-04-13 00:00:00+00:00
1681358400000,30057.2,30120.0,29980.1,30054.1,28862.315,2023-04-13 04:00:00+00:00
1681372800000,30054.0,30369.0,30025.7,30149.2,92038.937,2023-04-13 08:00:00+00:00
1681387200000,30149.1,30648.9,30116.5,30422.5,147335.344,2023-04-13 12:00:00+00:00
1681401600000,30422.6,30539.7,30242.1,30323.1,76467.563,2023-04-13 16:00:00+00:00
1681416000000,30323.0,30385.2,30185.0,30362.7,39042.382,2023-04-13 20:00:00+00:00
1681430400000,30362.7,30950.0,30293.0,30684.6,143783.626,2023-04-14 00:00:00+00:00
1681444800000,30684.5,31059.0,30665.9,30739.9,95052.482,2023-04-14 04:00:00+00:00
1681459200000,30739.9,30819.3,30647.0,30790.0,51819.143,2023-04-14 08:00:00+00:00
1681473600000,30789.9,30840.0,30080.1,30226.7,173876.177,2023-04-14 12:00:00+00:00
1681488000000,30226.7,30340.8,29925.0,30311.2,102233.968,2023-04-14 16:00:00+00:00
1681502400000,30311.1,30500.0,30260.0,30453.1,48626.219,2023-04-14 20:00:00+00:00
1681516800000,30453.0,30599.9,30270.0,30367.1,41220.216,2023-04-15 00:00:00+00:00
1681531200000,30367.0,30464.0,30327.4,30416.6,20229.732,2023-04-15 04:00:00+00:00
1681545600000,30416.6,30460.0,30340.6,30371.0,24960.612,2023-04-15 08:00:00+00:00
1681560000000,30370.9,30432.1,30270.7,30319.9,32820.069,2023-04-15 12:00:00+00:00
1681574400000,30319.9,30333.0,30186.0,30318.8,38861.655,2023-04-15 16:00:00+00:00
1681588800000,30318.9,30350.0,30220.4,30280.4,22141.798,2023-04-15 20:00:00+00:00
1681603200000,30280.4,30311.0,30102.0,30249.0,26508.945,2023-04-16 00:00:00+00:00
1681617600000,30249.0,30397.4,30240.5,30330.8,21303.215,2023-04-16 04:00:00+00:00
1681632000000,30330.8,30345.1,30210.0,30220.1,23037.583,2023-04-16 08:00:00+00:00
1681646400000,30220.1,30363.2,30142.5,30324.7,40131.078,2023-04-16 12:00:00+00:00
1681660800000,30324.7,30560.0,30252.3,30306.0,57612.65,2023-04-16 16:00:00+00:00
1681675200000,30306.0,30399.9,30170.9,30286.6,41632.548,2023-04-16 20:00:00+00:00
1681689600000,30286.6,30307.4,29714.1,29966.5,111581.657,2023-04-17 00:00:00+00:00
1681704000000,29966.5,29994.6,29822.0,29831.1,33276.831,2023-04-17 04:00:00+00:00
1681718400000,29831.2,29913.6,29283.8,29558.1,93915.974,2023-04-17 08:00:00+00:00
1681732800000,29558.1,29589.4,29219.9,29346.5,131855.384,2023-04-17 12:00:00+00:00
1681747200000,29346.5,29565.0,29316.3,29459.6,55047.782,2023-04-17 16:00:00+00:00
1681761600000,29459.6,29524.0,29370.0,29420.0,29840.92,2023-04-17 20:00:00+00:00
